pair_id,query_id,query,organization_name,category,public_description,public_tags,review_snippets,hidden_tags,label,relevance_score
15350,romantic_jazz_bar,бар с живым джазом для свидания,Север Плюс,bar,только для взрослых бар живая музыка детские праздники поздние часы,adults_only bar jazz kids_party late_hours takeaway_only,"В отзывах часто пишут: работает допоздна, романтичный, только навынос, саксофон.",closed_evening healthy_food romantic takeaway_only,0,0.5033
15351,kids_cafe,кафе для детей,Атлас Плюс,bar,напитки саксофон с животными нельзя романтичный,bar jazz no_pets romantic,"В отзывах часто пишут: летняя площадка, с животными нельзя, паб, саксофон.",adults_only terrace,0,0.0
15352,terrace_restaurant,ресторан с верандой,Соль Плюс,restaurant,джаз поздние часы бронь терраса wifi,jazz late_hours reservation terrace wifi,"В отзывах часто пишут: кухня, живая музыка.",closed_evening family_friendly healthy_food noisy quiet restaurant,1,0.9267
15353,quiet_coworking,тихое место поработать с ноутбуком,Лампа на углу,restaurant,зерно здоровая еда можно сидеть долго у метро,good_coffee healthy_food long_stay near_metro,"В отзывах часто пишут: вайфай, кофе, здоровая еда.",cafe closed_evening power_outlets quiet wifi,1,1.0
15354,quiet_coworking,спокойное кафе для работы,Место Плюс,cafe,кофе удобно с детьми зерно можно сидеть долго громкая музыка,cafe family_friendly good_coffee long_stay loud_music wifi,"В отзывах часто пишут: интернет, детская комната, кафе, закрывается рано.",closed_evening kids_room power_outlets quiet,1,0.65
15355,quiet_coworking,спокойное кафе для работы,Мята на углу,restaurant,крафт не торопят с животными нельзя терраса,beer long_stay no_pets terrace,"В отзывах часто пишут: зерно, место для ноутбука, терраса, десерты, с животными нельзя.",bar cafe good_coffee power_outlets quiet wifi,1,1.0
15356,romantic_jazz_bar,бар с живым джазом для свидания,Мята Парк,cafe,зерно живая музыка выступления очень шумно свидание,good_coffee jazz live_music noisy romantic,"В отзывах часто пишут: свидание, живая музыка, вкусно, очень шумно.",bar good_food late_hours vegan,0,0.5767
15357,pet_friendly,pet friendly кафе,Мята Лофт,pharmacy,здоровая еда живая музыка лекарства бронь вода питомцам,healthy_food live_music pharmacy reservation water_for_pets,"В отзывах часто пишут: лекарства, полезное меню, заказ столика, миска для собаки, пускают с питомцами.",gluten_free pet_friendly wifi,1,0.8533
15358,vegan_food,ресторан с vegan меню,Место Парк,cafe,эль доставка дружелюбно к семье живая музыка свидание,beer delivery family_friendly jazz romantic,"В отзывах часто пишут: уютный свет, детские праздники, спокойно.",closed_evening kids_party loud_music quiet,0,0.0
15359,late_pharmacy,круглосуточная аптека рядом,Город Station,cafe,кафе детская комната рядом с метро очень шумно вода питомцам,cafe kids_room near_metro noisy water_for_pets,"В отзывах часто пишут: концерты, миска для собаки, очень шумно.",closed_evening live_music,0,0.0
15360,sports_bar,спортбар с трансляциями,Фонарь Room,bar,только для взрослых удобные столы зарядка резерв футбол,adults_only long_stay power_outlets reservation sports_broadcasts,"В отзывах часто пишут: телевизоры, коктейли, удобные столы, до ночи, закрывается рано.",bar big_screen closed_evening cocktails late_hours water_for_pets,1,0.9267
15361,pet_friendly,заведение с животными,Место Лофт,bar,с животными нельзя пускают с питомцами,no_pets pet_friendly,"В отзывах часто пишут: детская комната, можно с собакой.",adults_only cafe friendly_staff kids_room,0,0.5033
15362,romantic_jazz_bar,уютный джазовый бар,Лампа Station,cafe,gluten free только мясо рядом с метро не шумно бронь,gluten_free meat_only near_metro quiet reservation romantic wifi,"В отзывах часто пишут: не шумно, у метро, без глютена, wifi, романтичный.",jazz,0,0.52
15363,vegan_food,где поесть без мяса и молока,Север Station,cafe,джаз можно с собакой спокойно растительное меню миска для собаки,jazz pet_friendly quiet vegan water_for_pets,"В отзывах часто пишут: можно с собакой, вода питомцам, джаз.",meat_only,0,0.43
15364,kids_cafe,семейное кафе с игровой комнатой,Соль Station,restaurant,кофейня заботливые официанты ресторан,cafe friendly_staff restaurant,"В отзывах часто пишут: лекарства, ужин, кафе, футбол, вежливый персонал.",adults_only pharmacy sports_broadcasts,0,0.04
15365,vegan_food,где поесть без мяса и молока,Атлас Room,pharmacy,24 часа саксофон фармацевт,24h jazz pharmacy,"В отзывах часто пишут: лекарства, ресторан.",good_coffee meat_only restaurant,0,0.0
15366,quiet_coworking,тихое место поработать с ноутбуком,Соль Daily,cafe,кофейня закрывается рано заботливые официанты не шумно трансляции,cafe closed_evening friendly_staff quiet sports_broadcasts,"В отзывах часто пишут: живая музыка, без молока и мяса.",24h kids_party live_music vegan,0,0.52
15367,kids_cafe,семейное кафе с игровой комнатой,Мята на углу,restaurant,полезное меню пускают с питомцами свидание растительное меню,healthy_food pet_friendly romantic vegan,"В отзывах часто пишут: очень шумно, пускают с питомцами.",adults_only good_coffee noisy takeaway_only,0,0.0
15368,vegan_food,веганское кафе,Место на Тверской,cafe,выступления,live_music,"В отзывах часто пишут: без молока и мяса, здоровая еда, живая музыка.",beer healthy_food vegan,1,0.8533
15369,kids_cafe,семейное кафе с игровой комнатой,Север Лофт,cafe,круглосуточно кафе коктейли дружелюбно к семье high_chairs,24h cafe cocktails family_friendly high_chairs kids_room no_pets,"В отзывах часто пишут: удобно с детьми, вежливый персонал, desserts, кофейня.",beer desserts friendly_staff healthy_food,1,1.0
15370,terrace_restaurant,ужин на летней террасе,Фонарь на Тверской,restaurant,семейно хороший кофе лекарства ужин веранда,family_friendly good_coffee pharmacy restaurant terrace,"В отзывах часто пишут: лекарства, блюда, семейно.",bar cocktails power_outlets reservation romantic,1,0.9267
15371,late_pharmacy,круглосуточная аптека рядом,Оливка Room,restaurant,круглосуточно телевизоры капучино ужин,24h big_screen good_coffee restaurant,"В отзывах часто пишут: зерно, ресторан.",delivery jazz near_metro pharmacy wifi,1,1.0
15372,kids_cafe,семейное кафе с игровой комнатой,Лампа Room,restaurant,детские праздники выступления розетки веган,kids_party live_music power_outlets vegan,"В отзывах часто пишут: high_chairs, растительное меню, свидание, детская комната.",cafe desserts family_friendly high_chairs kids_room romantic,1,1.0
15373,pet_friendly,ресторан куда можно с собакой,Город Daily,bar,детская комната с животными нельзя можно с собакой растительное меню,kids_room no_pets pet_friendly vegan,"В отзывах часто пишут: заказ столика, можно с собакой, без молока и мяса, с животными нельзя, зарядка.",beer power_outlets reservation,0,0.43
15374,vegan_food,ресторан с vegan меню,Фонарь Station,cafe,удобно с детьми детское меню уютный свет веранда,family_friendly kids_room romantic terrace,"В отзывах часто пишут: веган, удобно с детьми, громкая музыка, аниматор.",gluten_free good_food healthy_food kids_room loud_music vegan,1,1.0
15375,quiet_coworking,спокойное кафе для работы,Фонарь Плюс,cafe,только для взрослых десерты детское меню,adults_only cafe kids_room,"В отзывах часто пишут: громкая музыка, десерты, только для взрослых.",loud_music restaurant,0,0.0
15376,vegan_food,где поесть без мяса и молока,Фонарь Room,bar,сильная кухня детское меню летняя площадка,good_food kids_room terrace,"В отзывах часто пишут: здоровая еда, хорошие блюда, футбол, терраса, растительное меню.",good_coffee healthy_food quiet sports_broadcasts vegan,1,0.9267
15377,late_pharmacy,где купить лекарства поздно,Место Плюс,pharmacy,коктейли лекарства без молока и мяса,cocktails pharmacy vegan,"В отзывах часто пишут: вода питомцам, барная карта, лекарства, закрывается рано.",closed_evening loud_music quiet restaurant water_for_pets,0,0.04
15378,vegan_food,ресторан с vegan меню,Соль Daily,cafe,круглосуточно пиво детские праздники рядом с метро вайфай,24h beer kids_party near_metro wifi,"В отзывах часто пишут: интернет, крафт.",family_friendly good_coffee meat_only,0,0.0
15379,quiet_coworking,спокойное кафе для работы,Мята Daily,cafe,без глютена капучино можно сидеть долго тихо уютный свет,gluten_free good_coffee long_stay quiet romantic sports_broadcasts,"В отзывах часто пишут: не торопят, коктейли.",cafe cocktails healthy_food kids_room power_outlets terrace wifi,1,1.0
15380,sports_bar,паб с большим экраном,Оливка Лофт,cafe,пиво проектор закрывается рано зерно,beer big_screen closed_evening good_coffee,"В отзывах часто пишут: хороший кофе, саксофон, футбол, напитки, работает допоздна.",bar jazz late_hours pharmacy power_outlets sports_broadcasts wifi,1,1.0
15381,pet_friendly,ресторан куда можно с собакой,Город Station,bar,очень шумно резерв,noisy reservation,"В отзывах часто пишут: резерв, pet friendly.",friendly_staff pet_friendly pharmacy terrace,1,0.9267
15382,late_pharmacy,круглосуточная аптека рядом,Север Плюс,pharmacy,24 часа фармацевт заказ столика,24h pharmacy reservation,"В отзывах часто пишут: вода питомцам, громкая музыка.",loud_music water_for_pets,1,0.78
15383,romantic_jazz_bar,романтичный джаз-бар,Фонарь Room,restaurant,только для взрослых веган вода питомцам,adults_only vegan water_for_pets,"В отзывах часто пишут: круглосуточно, веган, только для взрослых.",24h adults_only,0,0.0
15384,pet_friendly,ресторан куда можно с собакой,Город Лофт,bar,авторские напитки веган,cocktails vegan,"В отзывах часто пишут: только навынос, барная карта, без молока и мяса.",no_pets pet_friendly takeaway_only,0,0.43
15385,pet_friendly,заведение с животными,Соль Room,restaurant,громкая музыка пускают с питомцами ужин веранда,loud_music pet_friendly restaurant terrace,"В отзывах часто пишут: ночью открыто, пускают с питомцами.",24h loud_music,1,0.8533
15386,sports_bar,спортбар с трансляциями,Оливка Лофт,bar,напитки телевизоры джаз до ночи матчи,bar big_screen jazz late_hours sports_broadcasts,"В отзывах часто пишут: живая музыка, веган, телевизоры, капучино, громкая музыка.",beer good_coffee loud_music vegan,1,1.0
15387,quiet_coworking,кофейня с розетками и wifi,Атлас Плюс,cafe,24 часа кофейня капучино,24h cafe good_coffee,"В отзывах часто пишут: ночью открыто, кофе, wifi, с животными нельзя.",no_pets quiet wifi,1,0.8533
15388,quiet_coworking,спокойное кафе для работы,Север Парк,cafe,ночью открыто пускают с питомцами,24h pet_friendly,"В отзывах часто пишут: только для взрослых, 24 часа, проектор, pet friendly.",adults_only big_screen,0,0.0
15389,quiet_coworking,спокойное кафе для работы,Соль Парк,restaurant,доставка место для ноутбука спокойно,delivery power_outlets quiet,"В отзывах часто пишут: доставка, кофейня, у метро.",cafe cocktails long_stay near_metro wifi,1,0.9267
15390,vegan_food,ресторан с vegan меню,Оливка Парк,bar,паб только мясо растительное меню вайфай,bar meat_only vegan wifi,"В отзывах часто пишут: интернет, растительное меню, бар, пиво, только мясо.",beer healthy_food,0,0.5033
15391,quiet_coworking,тихое место поработать с ноутбуком,Оливка на углу,cafe,кофе закрывается рано капучино с животными нельзя розетки,cafe closed_evening good_coffee no_pets power_outlets quiet wifi,"В отзывах часто пишут: тихо, gluten free, футбол.",gluten_free power_outlets romantic sports_broadcasts,1,0.9267
15392,late_pharmacy,где купить лекарства поздно,Город Плюс,bar,круглосуточно напитки уютный свет,24h bar romantic,"В отзывах часто пишут: закрывается рано, свидание, с животными нельзя, коктейли.",closed_evening no_pets,0,0.04
15393,quiet_coworking,кофейня с розетками и wifi,Мята Daily,bar,капучино детская комната у метро место для ноутбука заказ столика,good_coffee kids_room near_metro power_outlets reservation wifi,"В отзывах часто пишут: доставка, рядом с метро.",cafe delivery long_stay meat_only quiet,1,1.0
15394,late_pharmacy,где купить лекарства поздно,Север на Тверской,bar,хороший кофе полезное меню веранда,good_coffee healthy_food terrace,"В отзывах часто пишут: удобные столы, у метро, здоровая еда, терраса.",24h long_stay near_metro pharmacy sports_broadcasts vegan water_for_pets,1,0.89
15395,terrace_restaurant,кафе с открытой верандой,Место Лофт,restaurant,вкусно громкая музыка резерв кухня терраса,good_food loud_music reservation restaurant terrace,"В отзывах часто пишут: вайфай, громкая музыка, закрывается рано, трансляции, вкусно.",closed_evening sports_broadcasts wifi,1,0.9267
15396,vegan_food,где поесть без мяса и молока,Мята Daily,bar,коктейли без глютена с животными нельзя тихо вайфай,bar gluten_free no_pets quiet wifi,"В отзывах часто пишут: сильная кухня, напитки, с животными нельзя.",good_food healthy_food live_music near_metro vegan,1,1.0
15397,sports_bar,спортбар с трансляциями,Фонарь Room,restaurant,с животными нельзя ресторан футбол веранда,no_pets restaurant sports_broadcasts terrace,"В отзывах часто пишут: летняя площадка, трансляции, заказ столика.",good_food reservation water_for_pets,0,0.39
15398,quiet_coworking,спокойное кафе для работы,Фонарь Плюс,restaurant,здоровая еда работает допоздна растительное меню,healthy_food late_hours vegan,"В отзывах часто пишут: здоровая еда, gluten free, розетки, веган.",gluten_free power_outlets,0,0.0733
15399,pet_friendly,ресторан куда можно с собакой,Оливка Station,pharmacy,круглосуточно зерно очень шумно фармацевт интернет,24h good_coffee noisy pharmacy wifi,"В отзывах часто пишут: 24 часа, зерно, с животными нельзя.",no_pets water_for_pets,0,0.0
15400,sports_bar,паб с большим экраном,Фонарь на Тверской,bar,паб проектор громкая музыка лекарства заказ столика,bar big_screen loud_music pharmacy reservation,"В отзывах часто пишут: громкая музыка, пиво, большой экран, живая музыка.",beer live_music pet_friendly sports_broadcasts terrace,1,0.9267
15401,pet_friendly,ресторан куда можно с собакой,Соль Парк,restaurant,большой экран заботливые официанты пускают с питомцами только навынос миска для собаки,big_screen friendly_staff pet_friendly takeaway_only water_for_pets,"В отзывах часто пишут: pet friendly, большой экран, вода питомцам, вежливый персонал, только навынос.",gluten_free reservation,1,0.9267
15402,kids_cafe,семейное кафе с игровой комнатой,Место на Тверской,cafe,десерты desserts дружелюбно к семье без глютена high_chairs,cafe desserts family_friendly gluten_free high_chairs,"В отзывах часто пишут: high_chairs, только для взрослых, кафе, без глютена.",adults_only bar kids_room,1,0.65
15403,vegan_food,ресторан с vegan меню,Фонарь Room,cafe,джаз концерты растительное меню миска для собаки,jazz live_music vegan water_for_pets,"В отзывах часто пишут: джаз, без молока и мяса, у метро, большой экран, полезное меню.",big_screen good_food healthy_food loud_music near_metro water_for_pets,1,0.9267
15404,romantic_jazz_bar,романтичный джаз-бар,Город Плюс,pharmacy,кофе детские праздники детское меню лекарства тихо,cafe kids_party kids_room pharmacy quiet romantic,"В отзывах часто пишут: вода питомцам, спокойно.",power_outlets vegan water_for_pets,0,0.0
15405,romantic_jazz_bar,бар с живым джазом для свидания,Атлас Room,bar,ночью открыто только для взрослых закрывается рано можно сидеть долго,24h adults_only closed_evening long_stay,"В отзывах часто пишут: только для взрослых, выступления, удобные столы, без глютена, закрывается рано.",gluten_free live_music,0,0.0733
15406,terrace_restaurant,ужин на летней террасе,Фонарь Лофт,bar,дружелюбно к семье хорошие блюда трансляции,family_friendly good_food sports_broadcasts,"В отзывах часто пишут: футбол, сильная кухня, зарядка, удобно с детьми, пускают с питомцами.",pet_friendly power_outlets restaurant terrace,1,0.9267
15407,late_pharmacy,круглосуточная аптека рядом,Лампа Room,restaurant,концерты можно с собакой кухня,live_music pet_friendly restaurant,"В отзывах часто пишут: только навынос, можно с собакой.",closed_evening good_food near_metro takeaway_only vegan,0,0.0
15408,pet_friendly,заведение с животными,Лампа Room,cafe,напитки кофейня можно с собакой тихо,bar cafe pet_friendly quiet,"В отзывах часто пишут: не шумно, только мясо.",24h late_hours meat_only water_for_pets,1,0.8533
15409,kids_cafe,кафе для детей,Север Плюс,cafe,кафе семейно high_chairs детские праздники аниматор,cafe family_friendly high_chairs kids_party kids_room reservation,"В отзывах часто пишут: детская комната, детские праздники, семейно, поздние часы, high_chairs.",late_hours reservation,1,0.9267
15410,sports_bar,паб с большим экраном,Соль Room,bar,ночью открыто паб телевизоры аниматор зарядка,24h bar big_screen kids_room power_outlets sports_broadcasts,"В отзывах часто пишут: не торопят, 24 часа, детская комната, бар.",late_hours long_stay,1,0.9267
15411,terrace_restaurant,ресторан с верандой,Место Лофт,bar,семейно gluten free только навынос веранда веган,family_friendly gluten_free takeaway_only terrace vegan water_for_pets,"В отзывах часто пишут: без глютена, ресторан, уютный свет.",good_food restaurant romantic,0,0.5767
15412,sports_bar,паб с большим экраном,Соль на Тверской,cafe,только для взрослых заказ онлайн семейно детские праздники футбол,adults_only delivery family_friendly kids_party sports_broadcasts,"В отзывах часто пишут: напитки, крафт, проектор, заказ онлайн, здоровая еда.",bar beer big_screen healthy_food late_hours,1,1.0
15413,terrace_restaurant,ресторан с верандой,Город Парк,restaurant,доставка удобно с детьми джаз до ночи летняя площадка,delivery family_friendly jazz late_hours terrace,"В отзывах часто пишут: веранда, зарядка, ужин.",delivery kids_party pharmacy power_outlets reservation restaurant,1,0.9267
15414,sports_bar,спортбар с трансляциями,Оливка на Тверской,bar,не шумно без молока и мяса,quiet vegan,"В отзывах часто пишут: без молока и мяса, закрывается рано, тихо.",closed_evening good_food noisy,0,0.0
15415,quiet_coworking,кофейня с розетками и wifi,Мята Station,cafe,семейно не торопят тихо вайфай,family_friendly long_stay quiet wifi,"В отзывах часто пишут: не торопят, вайфай, семейно.",bar cafe long_stay noisy romantic,1,0.8533
15416,kids_cafe,семейное кафе с игровой комнатой,Место на Тверской,restaurant,доставка джаз выступления пускают с питомцами резерв,delivery jazz live_music pet_friendly reservation,"В отзывах часто пишут: удобно с детьми, доставка.",adults_only family_friendly kids_party pet_friendly,0,0.0
15417,vegan_food,веганское кафе,Север Лофт,restaurant,только для взрослых gluten free с животными нельзя очень шумно веган,adults_only gluten_free no_pets noisy vegan,"В отзывах часто пишут: без глютена, очень шумно, у метро.",delivery kids_party near_metro,1,0.8533
15418,terrace_restaurant,кафе с открытой верандой,Лампа Лофт,cafe,ночью открыто заказ онлайн дружелюбно к семье gluten free терраса,24h delivery family_friendly gluten_free terrace,"В отзывах часто пишут: блюда, веранда, заказ онлайн.",healthy_food pharmacy restaurant,1,0.8533
15419,pet_friendly,pet friendly кафе,Место на Тверской,restaurant,сильная кухня детские праздники растительное меню миска для собаки,good_food kids_party vegan water_for_pets,"В отзывах часто пишут: матчи, детские праздники, авторские напитки, веган, сильная кухня.",cocktails sports_broadcasts,0,0.0733
15420,romantic_jazz_bar,уютный джазовый бар,Атлас Парк,pharmacy,напитки хороший кофе pet friendly фармацевт,bar good_coffee pet_friendly pharmacy,"В отзывах часто пишут: можно с собакой, полезное меню, не шумно, саксофон.",good_food healthy_food jazz late_hours quiet romantic,1,0.8533
15421,terrace_restaurant,ужин на летней террасе,Мята Плюс,bar,напитки вежливый персонал полезное меню детское меню матчи,bar friendly_staff healthy_food kids_room sports_broadcasts,"В отзывах часто пишут: громкая музыка, трансляции.",loud_music takeaway_only,0,0.0
15422,sports_bar,бар посмотреть футбол,Север Room,bar,паб авторские напитки можно сидеть долго громкая музыка спокойно,bar cocktails long_stay loud_music quiet sports_broadcasts,"В отзывах часто пишут: тихо, выступления, громкая музыка, не торопят, у метро.",cocktails late_hours live_music near_metro,0,0.5033
15423,vegan_food,где поесть без мяса и молока,Атлас Лофт,cafe,кофейня закрывается рано полезное меню детское меню без молока и мяса,cafe closed_evening healthy_food kids_room vegan water_for_pets,"В отзывах часто пишут: коктейли, полезное меню, концерты, только мясо.",cocktails live_music meat_only,0,0.5033
15424,sports_bar,бар посмотреть футбол,Оливка Парк,bar,круглосуточно бар барная карта не шумно растительное меню,24h bar cocktails quiet vegan,"В отзывах часто пишут: трансляции, напитки, поздние часы.",adults_only late_hours quiet sports_broadcasts,0,0.5033
15425,late_pharmacy,где купить лекарства поздно,Город Daily,pharmacy,круглосуточно кофейня доставка с животными нельзя аптека,24h cafe delivery no_pets pharmacy power_outlets vegan,"В отзывах часто пишут: ночью открыто, с животными нельзя.",cafe good_coffee kids_party near_metro,1,1.0
15426,late_pharmacy,где купить лекарства поздно,Мята Плюс,cafe,круглосуточно с животными нельзя,24h no_pets,"В отзывах часто пишут: круглосуточно, аптека, заботливые официанты, с животными нельзя, рядом с метро.",friendly_staff near_metro pharmacy terrace,1,0.89
15427,romantic_jazz_bar,уютный джазовый бар,Место Daily,pharmacy,барная карта аниматор можно сидеть долго пускают с питомцами лекарства,cocktails kids_room long_stay pet_friendly pharmacy,"В отзывах часто пишут: аниматор, можно сидеть долго, аптека.",healthy_food,0,0.0733
15428,romantic_jazz_bar,бар с живым джазом для свидания,Оливка Station,bar,бар проектор полезное меню поздние часы с животными нельзя,bar big_screen healthy_food late_hours no_pets sports_broadcasts,"В отзывах часто пишут: бар, интернет, полезное меню, работает допоздна.",late_hours noisy wifi,0,0.0
15429,terrace_restaurant,кафе с открытой верандой,Мята Лофт,restaurant,живая музыка аптека заказ столика ужин веранда,live_music pharmacy reservation restaurant terrace,"В отзывах часто пишут: лекарства, большой экран, терраса, бронь, ужин.",big_screen,1,0.8533
15430,pet_friendly,ресторан куда можно с собакой,Оливка Daily,restaurant,24 часа зерно джаз без молока и мяса,24h good_coffee jazz vegan,"В отзывах часто пишут: у метро, зерно, саксофон.",near_metro pet_friendly terrace,1,0.8533
15431,romantic_jazz_bar,романтичный джаз-бар,Атлас на углу,restaurant,детские праздники заказ столика ресторан свидание,kids_party reservation restaurant romantic,"В отзывах часто пишут: бронь, барная карта, свидание, ужин, напитки.",bar cocktails jazz vegan,0,0.5033
15432,vegan_food,где поесть без мяса и молока,Место Daily,restaurant,живая музыка бронь уютный свет только навынос,jazz reservation romantic takeaway_only,"В отзывах часто пишут: джаз, заказ столика.",cocktails gluten_free healthy_food sports_broadcasts takeaway_only vegan,1,0.9267
15433,vegan_food,веганское кафе,Соль Room,restaurant,без глютена заказ столика вода питомцам,gluten_free reservation water_for_pets,"В отзывах часто пишут: веган, вода питомцам, gluten free, проектор, свидание.",big_screen loud_music romantic vegan,1,0.8533
15434,romantic_jazz_bar,романтичный джаз-бар,Соль Daily,bar,только для взрослых семейно джаз спокойно wifi,adults_only family_friendly jazz quiet wifi,"В отзывах часто пишут: не шумно, дружелюбно к семье.",noisy romantic,0,0.17
15435,sports_bar,спортбар с трансляциями,Соль Station,restaurant,доставка вежливый персонал живая музыка концерты уютный свет,delivery friendly_staff jazz live_music romantic,"В отзывах часто пишут: заботливые официанты, миска для собаки, летняя площадка.",good_food near_metro terrace water_for_pets,0,0.0
15436,kids_cafe,семейное кафе с игровой комнатой,Север Лофт,bar,авторские напитки desserts у метро заказ столика только навынос,cocktails desserts near_metro reservation takeaway_only,"В отзывах часто пишут: desserts, кофейня, только навынос.",cafe cocktails high_chairs kids_room loud_music,1,0.9267
15437,quiet_coworking,спокойное кафе для работы,Город Room,bar,уютный свет,romantic,"В отзывах часто пишут: тихо, вайфай, кофейня, зерно.",cafe gluten_free good_coffee long_stay near_metro quiet wifi,1,0.9267
15438,sports_bar,спортбар с трансляциями,Соль Плюс,bar,коктейли проектор gluten free удобные столы матчи,bar big_screen gluten_free long_stay sports_broadcasts,"В отзывах часто пишут: трансляции, телевизоры, не торопят.",beer good_food kids_party,1,0.9267
15439,quiet_coworking,тихое место поработать с ноутбуком,Место Лофт,bar,паб закрывается рано вкусно тихо футбол,bar closed_evening good_food quiet sports_broadcasts,"В отзывах часто пишут: хорошие блюда, хороший кофе, летняя площадка.",good_coffee takeaway_only terrace,0,0.3333
15440,kids_cafe,кафе для детей,Оливка Парк,cafe,дружелюбно к семье pet friendly место для ноутбука резерв летняя площадка,family_friendly pet_friendly power_outlets reservation terrace,"В отзывах часто пишут: очень шумно, заказ столика, розетки, миска для собаки.",adults_only big_screen good_coffee noisy water_for_pets,0,0.0
15441,sports_bar,спортбар с трансляциями,Мята Station,restaurant,доставка детские праздники pet friendly терраса без молока и мяса,delivery kids_party pet_friendly terrace vegan,"В отзывах часто пишут: спокойно, терраса, пускают с питомцами.",gluten_free quiet takeaway_only,0,0.0
15442,pet_friendly,pet friendly кафе,Соль Daily,cafe,закрывается рано выступления pet friendly не шумно уютный свет,closed_evening live_music pet_friendly quiet romantic,"В отзывах часто пишут: романтичный, тихо, пускают с питомцами, телевизоры, закрывается рано.",big_screen friendly_staff pharmacy water_for_pets,1,0.9267
15443,quiet_coworking,тихое место поработать с ноутбуком,Соль Парк,restaurant,крафт тихо веранда миска для собаки,beer quiet terrace water_for_pets,"В отзывах часто пишут: веранда, кофейня, только мясо.",adults_only bar cafe long_stay meat_only power_outlets wifi,1,0.9267
15444,quiet_coworking,спокойное кафе для работы,Лампа Парк,pharmacy,заказ онлайн можно сидеть долго аптека бронь,delivery long_stay pharmacy reservation,"В отзывах часто пишут: аптека, не торопят, бронь, громкая музыка.",healthy_food loud_music,0,0.0
15445,terrace_restaurant,ужин на летней террасе,Соль на Тверской,cafe,хороший кофе здоровая еда саксофон терраса wifi,good_coffee healthy_food jazz terrace wifi,"В отзывах часто пишут: ресторан, хорошие блюда, телевизоры, живая музыка, хороший кофе.",big_screen good_food reservation restaurant,1,0.9267
15446,terrace_restaurant,ужин на летней террасе,Оливка на Тверской,cafe,заказ онлайн хороший кофе громкая музыка матчи веранда,delivery good_coffee loud_music sports_broadcasts terrace,"В отзывах часто пишут: терраса, ужин, капучино.",adults_only family_friendly friendly_staff reservation restaurant,1,0.9267
15447,terrace_restaurant,кафе с открытой верандой,Север на углу,restaurant,эль ресторан,beer restaurant,"В отзывах часто пишут: пиво, только для взрослых, дружелюбно к семье, бронь.",adults_only family_friendly good_food reservation takeaway_only terrace,1,0.65
15448,romantic_jazz_bar,романтичный джаз-бар,Атлас на Тверской,bar,напитки барная карта здоровая еда живая музыка не торопят,bar cocktails healthy_food jazz long_stay pet_friendly romantic,"В отзывах часто пишут: выступления, можно сидеть долго, только для взрослых.",adults_only good_food live_music loud_music,1,0.9267
15449,pet_friendly,заведение с животными,Оливка Daily,pharmacy,кофейня аптека,cafe pharmacy,"В отзывах часто пишут: десерты, только навынос, детские праздники, аптека.",kids_party no_pets takeaway_only,0,0.0
15450,kids_cafe,кафе для детей,Соль Парк,bar,дружелюбно к семье детская комната громкая музыка,family_friendly kids_room loud_music,"В отзывах часто пишут: заказ онлайн, детская комната, лекарства.",cafe delivery desserts pharmacy,1,0.9267
15451,sports_bar,спортбар с трансляциями,Город Daily,bar,напитки десерты детское меню с животными нельзя веранда,bar cafe kids_room no_pets terrace,"В отзывах часто пишут: трансляции, с животными нельзя, крафт.",beer big_screen reservation sports_broadcasts,1,0.9267
15452,vegan_food,где поесть без мяса и молока,Мята на Тверской,cafe,gluten free саксофон,gluten_free jazz,"В отзывах часто пишут: веган, паб, без глютена, джаз.",bar big_screen jazz vegan,1,0.8533
15453,pet_friendly,заведение с животными,Атлас Плюс,cafe,десерты кухня футбол вода питомцам,cafe restaurant sports_broadcasts water_for_pets,"В отзывах часто пишут: коктейли, матчи, веранда, с животными нельзя.",cocktails long_stay no_pets terrace,0,0.0
15454,terrace_restaurant,кафе с открытой верандой,Атлас Лофт,restaurant,без глютена футбол веган,gluten_free sports_broadcasts vegan,"В отзывах часто пишут: без глютена, матчи, живая музыка.",big_screen live_music,0,0.0
15455,quiet_coworking,тихое место поработать с ноутбуком,Место на углу,bar,только для взрослых напитки большой экран кафе авторские напитки,adults_only bar big_screen cafe cocktails sports_broadcasts takeaway_only,"В отзывах часто пишут: рядом с метро, громкая музыка, только для взрослых.",closed_evening jazz loud_music near_metro,0,0.0
15456,sports_bar,паб с большим экраном,Оливка Лофт,restaurant,закрывается рано gluten free тихо футбол,closed_evening gluten_free quiet sports_broadcasts,"В отзывах часто пишут: без глютена, коктейли, проектор.",bar beer big_screen family_friendly friendly_staff late_hours near_metro reservation,1,0.65
15457,late_pharmacy,где купить лекарства поздно,Соль Daily,bar,пиво зерно без молока и мяса миска для собаки,beer good_coffee vegan water_for_pets,"В отзывах часто пишут: громкая музыка, миска для собаки, хороший кофе, закрывается рано.",closed_evening loud_music,0,0.0
15458,kids_cafe,семейное кафе с игровой комнатой,Север Room,cafe,desserts хорошие блюда,desserts good_food,"В отзывах часто пишут: детское меню, десерты, хорошие блюда, desserts.",bar cafe cocktails family_friendly good_coffee kids_room late_hours,1,0.9267
15459,late_pharmacy,круглосуточная аптека рядом,Город Station,restaurant,бар проектор лекарства блюда уютный свет,bar big_screen pharmacy restaurant romantic,"В отзывах часто пишут: телевизоры, ночью открыто, романтичный, фармацевт, ужин.",24h,1,0.78
